[Gene ID]	[source_id]	[Gene Name or Symbol]	[Organism]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Function IDs]	[Computed GO Functions]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Function IDs]	[Curated GO Functions]	[Curated GO Process IDs]	[Curated GO Processes]	[EC numbers]	[EC numbers from OrthoMCL]	
CNAG_05191	CNAG_05191-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05192	CNAG_05192-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05193	CNAG_05193-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05194	CNAG_05194-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0051539, GO:0003824, GO:0051536, GO:0016992	4 iron, 4 sulfur cluster binding, catalytic activity, iron-sulfur cluster binding, lipoate synthase activity	GO:0009107	lipoate biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.8.1.8 (Lipoyl synthase)	
CNAG_05195	CNAG_05195-t26_1	N/A	C. neoformans var. grubii H99	GO:0000151	ubiquitin ligase complex	GO:0004842, GO:0034450	ubiquitin-protein transferase activity, ubiquitin-ubiquitin ligase activity	GO:0016567, GO:0006511	protein ubiquitination, ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.3.2.- (Acid--amino-acid ligases (peptide synthases).)	
CNAG_05196	CNAG_05196-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05197	CNAG_05197-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.6.5.3 (NADH:ubiquinone reductase (H(+)-translocating))	
CNAG_05198	CNAG_05198-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05199	CNAG_05199-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0051082	ATP binding, unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.74 (2-alkenal reductase (NAD(P)(+)))	
CNAG_05200	CNAG_05200-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008478	pyridoxal kinase activity	GO:0009443	pyridoxal 5'-phosphate salvage	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.35 (Pyridoxal kinase)	
CNAG_05201	CNAG_05201-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0030983	ATP binding, mismatched DNA binding	GO:0006298	mismatch repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05202	CNAG_05202-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_05212	CNAG_05212-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05215	CNAG_05215-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05216	CNAG_05216-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0005515, GO:0004672, GO:0016772	ATP binding, protein binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_05217	CNAG_05217-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008276	protein methyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_05218	CNAG_05218-t26_1	ACA1	C. neoformans var. grubii H99	N/A	N/A	GO:0003779	actin binding	GO:0007010	cytoskeleton organization	N/A	N/A	N/A	N/A	GO:0045230, GO:0007618, GO:0042438, GO:0009405, GO:0046677, GO:0046686, GO:0042493, GO:0060992, GO:0009651, GO:0072706	capsule organization, mating, melanin biosynthetic process, pathogenesis, response to antibiotic, response to cadmium ion, response to drug, response to fungicide, response to salt stress, response to sodium dodecyl sulfate	N/A	N/A	
CNAG_05219	CNAG_05219-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05220	CNAG_05220-t26_1	TLK1	C. neoformans var. grubii H99	N/A	N/A	GO:0008144, GO:0016773, GO:0005515, GO:0016772	drug binding, phosphotransferase activity, alcohol group as acceptor, protein binding, transferase activity, transferring phosphorus-containing groups	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05221	CNAG_05221-t26_1	N/A	C. neoformans var. grubii H99	GO:0000786, GO:0005634	nucleosome, nucleus	GO:0003677, GO:0046982	DNA binding, protein heterodimerization activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05222	CNAG_05222-t26_1	NRG1	C. neoformans var. grubii H99	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045230, GO:0000128, GO:0007618, GO:0009405	capsule organization, flocculation, mating, pathogenesis	N/A	N/A	
CNAG_05223	CNAG_05223-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05224	CNAG_05224-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05225	CNAG_05225-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05226	CNAG_05226-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003877, GO:0003824	ATP adenylyltransferase activity, catalytic activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.53 (ATP adenylyltransferase)	
CNAG_05227	CNAG_05227-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05228	CNAG_05228-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05229	CNAG_05229-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05230	CNAG_05230-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008234	cysteine-type peptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.22.68 (Ulp1 peptidase)	
CNAG_05231	CNAG_05231-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05232	CNAG_05232-t26_1	RPL2	C. neoformans var. grubii H99	GO:0005622, GO:0005840	intracellular, ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05233	CNAG_05233-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05234	CNAG_05234-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05235	CNAG_05235-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0019904	protein domain specific binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05236	CNAG_05236-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.2 (Fumarate hydratase)	
CNAG_05237	CNAG_05237-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05238	CNAG_05238-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05238	CNAG_05238-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05239	CNAG_05239-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05240	CNAG_05240-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05241	CNAG_05241-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05242	CNAG_05242-t26_1	N/A	C. neoformans var. grubii H99	GO:0016592	mediator complex	GO:0001104	RNA polymerase II transcription cofactor activity	GO:0006357	regulation of transcription from RNA polymerase II promoter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05243	CNAG_05243-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016773	phosphotransferase activity, alcohol group as acceptor	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.17 (Xylulokinase)	
CNAG_05244	CNAG_05244-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05245	CNAG_05245-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05246	CNAG_05246-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622	intracellular	GO:0003779	actin binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05247	CNAG_05247-t26_1	SLC1	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0003841, GO:0016746	1-acylglycerol-3-phosphate O-acyltransferase activity, transferase activity, transferring acyl groups	GO:0008152, GO:0008654	metabolic process, phospholipid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.51 (1-acylglycerol-3-phosphate O-acyltransferase)	
CNAG_05248	CNAG_05248-t26_1	N/A	C. neoformans var. grubii H99	GO:0030117	membrane coat	GO:0005488, GO:0008565	binding, protein transporter activity	GO:0006886, GO:0015031, GO:0016192	intracellular protein transport, protein transport, vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05250	CNAG_05250-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05251	CNAG_05251-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05252	CNAG_05252-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0031072, GO:0051082	heat shock protein binding, unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05253	CNAG_05253-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05254	CNAG_05254-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05255	CNAG_05255-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0000981, GO:0008270	DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05256	CNAG_05256-t26_1	CAT2	C. neoformans var. grubii H99	N/A	N/A	GO:0004096, GO:0020037	catalase activity, heme binding	GO:0055114, GO:0006979	oxidation-reduction process, response to oxidative stress	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.11.1.6 (Catalase)	
CNAG_05258	CNAG_05258-t26_1	SMG1	C. neoformans var. grubii H99	N/A	N/A	GO:0008812, GO:0050660, GO:0016614	choline dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity, acting on CH-OH group of donors	GO:0006066, GO:0055114	alcohol metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.99.1 (Choline dehydrogenase)	
CNAG_05259	CNAG_05259-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05259	CNAG_05259-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05260	CNAG_05260-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016831, GO:0004351, GO:0030170	carboxy-lyase activity, glutamate decarboxylase activity, pyridoxal phosphate binding	GO:0019752, GO:0006536	carboxylic acid metabolic process, glutamate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.1.15 (Glutamate decarboxylase)	
CNAG_05261	CNAG_05261-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05262	CNAG_05262-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003682	DNA binding, chromatin binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05263	CNAG_05263-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05264	CNAG_05264-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004556, GO:0005509, GO:0003824, GO:0043169	alpha-amylase activity, calcium ion binding, catalytic activity, cation binding	GO:0016052, GO:0005975	carbohydrate catabolic process, carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.1 (Alpha-amylase)	
CNAG_05264	CNAG_05264-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004556, GO:0005509, GO:0003824, GO:0043169	alpha-amylase activity, calcium ion binding, catalytic activity, cation binding	GO:0016052, GO:0005975	carbohydrate catabolic process, carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.1 (Alpha-amylase)	
CNAG_05265	CNAG_05265-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05266	CNAG_05266-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05266	CNAG_05266-t26_2	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05267	CNAG_05267-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05268	CNAG_05268-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008080	N-acetyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.- (Transferring groups other than amino-acyl groups.)	
CNAG_05269	CNAG_05269-t26_1	N/A	C. neoformans var. grubii H99	GO:0005839, GO:0019773	proteasome core complex, proteasome core complex, alpha-subunit complex	GO:0004175, GO:0004298	endopeptidase activity, threonine-type endopeptidase activity	GO:0051603, GO:0006511	proteolysis involved in cellular protein catabolic process, ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.25.1 (Proteasome endopeptidase complex)	
CNAG_05270	CNAG_05270-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0009982	RNA binding, pseudouridine synthase activity	GO:0009451, GO:0001522	RNA modification, pseudouridine synthesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.99.- (Transferring other groups.)	
CNAG_05271	CNAG_05271-t26_1	N/A	C. neoformans var. grubii H99	GO:0005673	transcription factor TFIIE complex	N/A	N/A	GO:0006367	transcription initiation from RNA polymerase II promoter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05272	CNAG_05272-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05272	CNAG_05272-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05273	CNAG_05273-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.13.11.54 (Acireductone dioxygenase (Fe(2+)-requiring))	
CNAG_05273	CNAG_05273-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.13.11.54 (Acireductone dioxygenase (Fe(2+)-requiring))	
CNAG_05274	CNAG_05274-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_05276	CNAG_05276-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5.1.98 (Histone deacetylase)	
CNAG_05277	CNAG_05277-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0016192	vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05277	CNAG_05277-t26_2	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0016192	vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05278	CNAG_05278-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05278	CNAG_05278-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05279	CNAG_05279-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05280	CNAG_05280-t26_1	FBP1	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	GO:0007618, GO:0051321, GO:0009405, GO:0080033, GO:0072706, GO:0043934	mating, meiotic cell cycle, pathogenesis, response to nitrite, response to sodium dodecyl sulfate, sporulation	N/A	N/A	
CNAG_05281	CNAG_05281-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05281	CNAG_05281-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05282	CNAG_05282-t26_1	APT4	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0005524, GO:0019829, GO:0000287, GO:0046872, GO:0000166, GO:0004012	ATP binding, cation-transporting ATPase activity, magnesium ion binding, metal ion binding, nucleotide binding, phospholipid-translocating ATPase activity	GO:0006812, GO:0015914	cation transport, phospholipid transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.1 (Phospholipid-translocating ATPase)	
CNAG_05283	CNAG_05283-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05284	CNAG_05284-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05285	CNAG_05285-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05286	CNAG_05286-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0003824	catalytic activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05286	CNAG_05286-t26_2	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0003824	catalytic activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05287	CNAG_05287-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05288	CNAG_05288-t26_1	N/A	C. neoformans var. grubii H99	GO:0030896, GO:0005730	checkpoint clamp complex, nucleolus	N/A	N/A	GO:0000077, GO:0006281	DNA damage checkpoint, DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05288	CNAG_05288-t26_2	N/A	C. neoformans var. grubii H99	GO:0030896	checkpoint clamp complex	N/A	N/A	GO:0000077, GO:0006281	DNA damage checkpoint, DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05289	CNAG_05289-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05290	CNAG_05290-t26_1	SPT3	C. neoformans var. grubii H99	N/A	N/A	GO:0046982	protein heterodimerization activity	GO:0006366	transcription from RNA polymerase II promoter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05291	CNAG_05291-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05292	CNAG_05292-t26_1	TPS1	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	GO:0005992	trehalose biosynthetic process	N/A	N/A	N/A	N/A	GO:0045230, GO:0015976, GO:0031505, GO:0042438, GO:0009405, GO:0031000, GO:0006979	capsule organization, carbon utilization, fungal-type cell wall organization, melanin biosynthetic process, pathogenesis, response to caffeine, response to oxidative stress	N/A	2.4.1.15 (Alpha,alpha-trehalose-phosphate synthase (UDP-forming))	
CNAG_05293	CNAG_05293-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016757	transferase activity, transferring glycosyl groups	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.186 (Glycogenin glucosyltransferase)	
CNAG_05294	CNAG_05294-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05295	CNAG_05295-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05296	CNAG_05296-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05297	CNAG_05297-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0005216	ion channel activity	GO:0006811, GO:0055085	ion transport, transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05298	CNAG_05298-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05298	CNAG_05298-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05299	CNAG_05299-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05300	CNAG_05300-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05301	CNAG_05301-t26_1	CRN1	C. neoformans var. grubii H99	N/A	N/A	GO:0004170, GO:0016787, GO:0005515	dUTP diphosphatase activity, hydrolase activity, protein binding	GO:0046080	dUTP metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_05302	CNAG_05302-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.79 (Cyclopropane-fatty-acyl-phospholipid synthase)	
CNAG_05303	CNAG_05303-t26_1	ICL1	C. neoformans var. grubii H99	N/A	N/A	GO:0003824, GO:0004451	catalytic activity, isocitrate lyase activity	GO:0019752	carboxylic acid metabolic process	N/A	N/A	N/A	N/A	GO:0015976	carbon utilization	N/A	4.1.3.1 (Isocitrate lyase)	
